ram,nm,nt,rf,lt,nn,t,wl,dbs,[OVERALL] RunTime(ms),[OVERALL] Throughput(ops/sec),[TOTAL_GCS_PS_Scavenge] Count,[TOTAL_GC_TIME_PS_Scavenge] Time(ms),[TOTAL_GC_TIME_%_PS_Scavenge] Time(%),[TOTAL_GCS_PS_MarkSweep] Count,[TOTAL_GC_TIME_PS_MarkSweep] Time(ms),[TOTAL_GC_TIME_%_PS_MarkSweep] Time(%),[TOTAL_GCs] Count,[TOTAL_GC_TIME] Time(ms),[TOTAL_GC_TIME_%] Time(%),[READ] Operations,[READ] AverageLatency(us),[READ] MinLatency(us),[READ] MaxLatency(us),[READ] 95thPercentileLatency(us),[READ] 99thPercentileLatency(us),[READ] Return=OK,[CLEANUP] Operations,[CLEANUP] AverageLatency(us),[CLEANUP] MinLatency(us),[CLEANUP] MaxLatency(us),[CLEANUP] 95thPercentileLatency(us),[CLEANUP] 99thPercentileLatency(us),[UPDATE] Operations,[UPDATE] AverageLatency(us),[UPDATE] MinLatency(us),[UPDATE] MaxLatency(us),[UPDATE] 95thPercentileLatency(us),[UPDATE] 99thPercentileLatency(us),[UPDATE] Return=OK,[INSERT] Operations,[INSERT] AverageLatency(us),[INSERT] MinLatency(us),[INSERT] MaxLatency(us),[INSERT] 95thPercentileLatency(us),[INSERT] 99thPercentileLatency(us),[INSERT] Return=OK,[SCAN] Operations,[SCAN] AverageLatency(us),[SCAN] MinLatency(us),[SCAN] MaxLatency(us),[SCAN] 95thPercentileLatency(us),[SCAN] 99thPercentileLatency(us),[SCAN] Return=OK,[SCAN-FAILED] Operations,[SCAN-FAILED] AverageLatency(us),[SCAN-FAILED] MinLatency(us),[SCAN-FAILED] MaxLatency(us),[SCAN-FAILED] 95thPercentileLatency(us),[SCAN-FAILED] 99thPercentileLatency(us),[SCAN] Return=ERROR,[READ] Return=ERROR,[READ-FAILED] Operations,[READ-FAILED] AverageLatency(us),[READ-FAILED] MinLatency(us),[READ-FAILED] MaxLatency(us),[READ-FAILED] 95thPercentileLatency(us),[READ-FAILED] 99thPercentileLatency(us),[UPDATE-FAILED] Operations,[UPDATE-FAILED] AverageLatency(us),[UPDATE-FAILED] MinLatency(us),[UPDATE-FAILED] MaxLatency(us),[UPDATE-FAILED] 95thPercentileLatency(us),[UPDATE-FAILED] 99thPercentileLatency(us),[UPDATE] Return=ERROR,[INSERT] Return=ERROR,[INSERT-FAILED] Operations,[INSERT-FAILED] AverageLatency(us),[INSERT-FAILED] MinLatency(us),[INSERT-FAILED] MaxLatency(us),[INSERT-FAILED] 95thPercentileLatency(us),[INSERT-FAILED] 99thPercentileLatency(us)
1GB,eth,rp,1,1,1,19,a,1000, 47518.0, 210.44656761648218, 1.0, 9.0, 0.018940191085483397, 0.0, 0.0, 0.0, 1.0, 9.0, 0.018940191085483397, 4939.0, 4915.750151852601, 3472.0, 56543.0, 9655.0, 11511.0, 4939, 1.0, 2216960.0, 2215936.0, 2217983.0, 2217983.0, 2217983.0, 5061.0, 3985.915036554041, 2978.0, 59999.0, 5147.0, 7707.0, 5061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1GB,eth,rp,1,1,1,12,a,1000, 57560.0, 173.73175816539262, 1.0, 19.0, 0.0330090340514246, 0.0, 0.0, 0.0, 1.0, 19.0, 0.0330090340514246, 4965.0, 6749.877945619335, 3730.0, 56447.0, 10655.0, 12711.0, 4965, 1.0, 2233344.0, 2232320.0, 2234367.0, 2234367.0, 2234367.0, 5035.0, 4169.329294935452, 3036.0, 23551.0, 6055.0, 7751.0, 5035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1GB,eth,rp,1,1,1,8,e,1000, 549878.0, 18.185852134473464, 17.0, 99.0, 0.018003993613128728, 0.0, 0.0, 0.0, 17.0, 99.0, 0.018003993613128728,,,,,,,, 1.0, 2214912.0, 2213888.0, 2215935.0, 2215935.0, 2215935.0,,,,,,,, 479.0, 10760.016701461378, 8096.0, 24735.0, 15751.0, 21103.0, 479, 9521.0, 56883.23621468333, 11584.0, 166527.0, 93759.0, 106303.0, 9521,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1GB,eth,rp,1,1,1,1,c,1000, 50930.0, 196.34792852935402, 1.0, 9.0, 0.01767131356764186, 0.0, 0.0, 0.0, 1.0, 9.0, 0.01767131356764186, 10000.0, 4796.9077, 3394.0, 63935.0, 5919.0, 8071.0, 10000, 1.0, 2214912.0, 2213888.0, 2215935.0, 2215935.0, 2215935.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1GB,eth,rp,1,1,1,17,a,1000, 48885.0, 204.56172650097167, 1.0, 7.0, 0.014319320855068018, 0.0, 0.0, 0.0, 1.0, 7.0, 0.014319320855068018, 4988.0, 5087.882718524459, 3570.0, 62015.0, 10039.0, 11495.0, 4988, 1.0, 2227200.0, 2226176.0, 2228223.0, 2228223.0, 2228223.0, 5012.0, 4090.7420191540305, 3066.0, 59231.0, 5231.0, 7031.0, 5012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1GB,eth,rp,1,1,1,25,e,1000, 536044.0, 18.65518502212505, 17.0, 77.0, 0.014364492467036288, 0.0, 0.0, 0.0, 17.0, 77.0, 0.014364492467036288,,,,,,,, 1.0, 2212864.0, 2211840.0, 2213887.0, 2213887.0, 2213887.0,,,,,,,, 502.0, 10547.1593625498, 7812.0, 28847.0, 16191.0, 20895.0, 502, 9498.0, 55554.666245525375, 9944.0, 157311.0, 94015.0, 108159.0, 9498,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1GB,eth,rp,1,1,1,22,a,1000, 53718.0, 186.15734018392345, 1.0, 7.0, 0.013031013812874642, 0.0, 0.0, 0.0, 1.0, 7.0, 0.013031013812874642, 4982.0, 5978.587515054195, 3488.0, 63423.0, 11071.0, 14495.0, 4982, 1.0, 2210816.0, 2209792.0, 2211839.0, 2211839.0, 2211839.0, 5018.0, 4165.898166600239, 2918.0, 61215.0, 5659.0, 8343.0, 5018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1GB,eth,rp,1,1,1,10,e,1000, 549854.0, 18.18664590964147, 17.0, 65.0, 0.011821319841266954, 0.0, 0.0, 0.0, 17.0, 65.0, 0.011821319841266954,,,,,,,, 1.0, 2212864.0, 2211840.0, 2213887.0, 2213887.0, 2213887.0,,,,,,,, 521.0, 10691.339731285989, 7944.0, 33439.0, 16559.0, 22943.0, 521, 9479.0, 57096.19664521574, 11960.0, 142335.0, 94399.0, 109375.0, 9479,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1GB,eth,rp,1,1,1,9,c,1000, 72603.0, 137.73535528834896, 1.0, 8.0, 0.011018828423067917, 0.0, 0.0, 0.0, 1.0, 8.0, 0.011018828423067917, 10000.0, 6963.3541, 3628.0, 64511.0, 10695.0, 13551.0, 10000, 1.0, 2214912.0, 2213888.0, 2215935.0, 2215935.0, 2215935.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1GB,eth,rp,1,1,1,11,e,1000, 539532.0, 18.534581822764913, 17.0, 75.0, 0.013900936367073687, 0.0, 0.0, 0.0, 17.0, 75.0, 0.013900936367073687,,,,,,,, 1.0, 2223104.0, 2222080.0, 2224127.0, 2224127.0, 2224127.0,,,,,,,, 507.0, 10655.67258382643, 8188.0, 48543.0, 15959.0, 22543.0, 507, 9493.0, 55937.28852838934, 10288.0, 154239.0, 93183.0, 107455.0, 9493,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1GB,eth,rp,1,1,1,18,c,1000, 50672.0, 197.3476476160404, 1.0, 9.0, 0.017761288285443638, 0.0, 0.0, 0.0, 1.0, 9.0, 0.017761288285443638, 10000.0, 4766.7099, 3482.0, 53951.0, 9727.0, 11111.0, 10000, 1.0, 2221056.0, 2220032.0, 2222079.0, 2222079.0, 2222079.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1GB,eth,rp,1,1,1,21,c,1000, 48106.0, 207.8742776368852, 1.0, 8.0, 0.016629942210950818, 0.0, 0.0, 0.0, 1.0, 8.0, 0.016629942210950818, 10000.0, 4506.5192, 3478.0, 63071.0, 6111.0, 10791.0, 10000, 1.0, 2227200.0, 2226176.0, 2228223.0, 2228223.0, 2228223.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1GB,eth,rp,1,1,1,14,e,1000, 552878.0, 18.087172938695335, 17.0, 62.0, 0.011214047221991109, 0.0, 0.0, 0.0, 17.0, 62.0, 0.011214047221991109,,,,,,,, 1.0, 2225152.0, 2224128.0, 2226175.0, 2226175.0, 2226175.0,,,,,,,, 485.0, 10748.923711340207, 7908.0, 25023.0, 16975.0, 21199.0, 485, 9515.0, 57222.997372569625, 10424.0, 316927.0, 95231.0, 109311.0, 9515,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1GB,eth,rp,1,1,1,25,c,1000, 62521.0, 159.94625805729274, 1.0, 13.0, 0.020793013547448055, 0.0, 0.0, 0.0, 1.0, 13.0, 0.020793013547448055, 10000.0, 5945.7926, 3448.0, 57599.0, 10167.0, 13103.0, 10000, 1.0, 2212864.0, 2211840.0, 2213887.0, 2213887.0, 2213887.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1GB,eth,rp,1,1,1,4,c,1000, 52811.0, 189.3544905417432, 1.0, 7.0, 0.013254814337922024, 0.0, 0.0, 0.0, 1.0, 7.0, 0.013254814337922024, 10000.0, 4986.041, 3606.0, 299263.0, 6267.0, 8655.0, 10000, 1.0, 2214912.0, 2213888.0, 2215935.0, 2215935.0, 2215935.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1GB,eth,rp,1,1,1,10,c,1000, 72121.0, 138.65586999625629, 1.0, 17.0, 0.02357149789936357, 0.0, 0.0, 0.0, 1.0, 17.0, 0.02357149789936357, 10000.0, 6914.4702, 3618.0, 61311.0, 10887.0, 13639.0, 10000, 1.0, 2225152.0, 2224128.0, 2226175.0, 2226175.0, 2226175.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1GB,eth,rp,1,1,1,28,e,1000, 536964.0, 18.62322241342064, 17.0, 86.0, 0.01601597127554175, 0.0, 0.0, 0.0, 17.0, 86.0, 0.01601597127554175,,,,,,,, 1.0, 2212864.0, 2211840.0, 2213887.0, 2213887.0, 2213887.0,,,,,,,, 527.0, 10639.711574952562, 7920.0, 31535.0, 16055.0, 21759.0, 527, 9473.0, 55764.00295576903, 10344.0, 165247.0, 94207.0, 110143.0, 9473,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1GB,eth,rp,1,1,1,8,c,1000, 48821.0, 204.8298887773704, 1.0, 11.0, 0.022531287765510746, 0.0, 0.0, 0.0, 1.0, 11.0, 0.022531287765510746, 10000.0, 4570.181, 3436.0, 53471.0, 5931.0, 7407.0, 10000, 1.0, 2210816.0, 2209792.0, 2211839.0, 2211839.0, 2211839.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1GB,eth,rp,1,1,1,29,c,1000, 52576.0, 190.2008520998174, 1.0, 7.0, 0.013314059646987219, 0.0, 0.0, 0.0, 1.0, 7.0, 0.013314059646987219, 10000.0, 4958.5492, 3598.0, 51679.0, 9599.0, 11175.0, 10000, 1.0, 2212864.0, 2211840.0, 2213887.0, 2213887.0, 2213887.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1GB,eth,rp,1,1,1,16,e,1000, 546905.0, 18.284711238697763, 17.0, 82.0, 0.014993463215732167, 0.0, 0.0, 0.0, 17.0, 82.0, 0.014993463215732167,,,,,,,, 1.0, 2212864.0, 2211840.0, 2213887.0, 2213887.0, 2213887.0,,,,,,,, 479.0, 10641.164926931106, 7924.0, 42207.0, 15207.0, 21647.0, 479, 9521.0, 56579.531561810734, 10272.0, 455167.0, 95487.0, 109631.0, 9521,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1GB,eth,rp,1,1,1,17,e,1000, 549453.0, 18.199918828362026, 17.0, 68.0, 0.012375944803286177, 0.0, 0.0, 0.0, 17.0, 68.0, 0.012375944803286177,,,,,,,, 1.0, 2208768.0, 2207744.0, 2209791.0, 2209791.0, 2209791.0,,,,,,,, 460.0, 10772.208695652174, 8088.0, 24319.0, 15847.0, 19487.0, 460, 9540.0, 56748.48679245283, 10832.0, 153983.0, 94911.0, 108735.0, 9540,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1GB,eth,rp,1,1,1,30,c,1000, 51747.0, 193.2479177536862, 1.0, 7.0, 0.013527354242758036, 0.0, 0.0, 0.0, 1.0, 7.0, 0.013527354242758036, 10000.0, 4875.4975, 3504.0, 61023.0, 9639.0, 11095.0, 10000, 1.0, 2214912.0, 2213888.0, 2215935.0, 2215935.0, 2215935.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1GB,eth,rp,1,1,1,15,e,1000, 554746.0, 18.026267877551167, 17.0, 75.0, 0.013519700908163377, 0.0, 0.0, 0.0, 17.0, 75.0, 0.013519700908163377,,,,,,,, 1.0, 2219008.0, 2217984.0, 2220031.0, 2220031.0, 2220031.0,,,,,,,, 500.0, 10624.036, 7876.0, 24463.0, 15215.0, 20575.0, 500, 9500.0, 57499.27284210526, 10712.0, 153855.0, 95487.0, 108863.0, 9500,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1GB,eth,rp,1,1,1,20,e,1000, 543191.0, 18.4097306472309, 17.0, 73.0, 0.01343910337247856, 0.0, 0.0, 0.0, 17.0, 73.0, 0.01343910337247856,,,,,,,, 1.0, 2212864.0, 2211840.0, 2213887.0, 2213887.0, 2213887.0,,,,,,,, 479.0, 10792.546972860126, 7680.0, 52991.0, 16943.0, 22511.0, 479, 9521.0, 56177.98382522844, 10320.0, 137599.0, 94719.0, 108031.0, 9521,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1GB,eth,rp,1,1,1,24,a,1000, 56014.0, 178.52679687221053, 1.0, 13.0, 0.02320848359338737, 0.0, 0.0, 0.0, 1.0, 13.0, 0.02320848359338737, 4885.0, 6416.58812691914, 3690.0, 66687.0, 10455.0, 14183.0, 4885, 1.0, 2210816.0, 2209792.0, 2211839.0, 2211839.0, 2211839.0, 5115.0, 4231.43284457478, 2978.0, 55103.0, 5323.0, 7623.0, 5115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1GB,eth,rp,1,1,1,29,a,1000, 49679.0, 201.29229654381126, 1.0, 7.0, 0.014090460758066789, 0.0, 0.0, 0.0, 1.0, 7.0, 0.014090460758066789, 4989.0, 5114.65684505913, 3598.0, 43359.0, 9663.0, 11263.0, 4989, 1.0, 2210816.0, 2209792.0, 2211839.0, 2211839.0, 2211839.0, 5011.0, 4225.076232288964, 3168.0, 51647.0, 5427.0, 9175.0, 5011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1GB,eth,rp,1,1,1,23,a,1000, 57333.0, 174.41961871871348, 1.0, 7.0, 0.012209373310309942, 0.0, 0.0, 0.0, 1.0, 7.0, 0.012209373310309942, 5063.0, 6537.1362828362635, 3610.0, 68991.0, 10719.0, 14759.0, 5063, 1.0, 2223104.0, 2222080.0, 2224127.0, 2224127.0, 2224127.0, 4937.0, 4301.93822159206, 2990.0, 60511.0, 5895.0, 8775.0, 4937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1GB,eth,rp,1,1,1,6,e,1000, 566454.0, 17.65368414734471, 17.0, 75.0, 0.013240263110508532, 0.0, 0.0, 0.0, 17.0, 75.0, 0.013240263110508532,,,,,,,, 1.0, 2225152.0, 2224128.0, 2226175.0, 2226175.0, 2226175.0,,,,,,,, 485.0, 10758.940206185567, 7968.0, 27487.0, 16031.0, 21327.0, 485, 9515.0, 58647.390436153444, 10792.0, 442623.0, 95487.0, 110783.0, 9515,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1GB,eth,rp,1,1,1,11,c,1000, 70215.0, 142.4197108879869, 1.0, 19.0, 0.02705974506871751, 0.0, 0.0, 0.0, 1.0, 19.0, 0.02705974506871751, 10000.0, 6717.3799, 3610.0, 55071.0, 10695.0, 13031.0, 10000, 1.0, 2208768.0, 2207744.0, 2209791.0, 2209791.0, 2209791.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1GB,eth,rp,1,1,1,5,e,1000, 570330.0, 17.533708554696403, 17.0, 75.0, 0.013150281416022301, 0.0, 0.0, 0.0, 17.0, 75.0, 0.013150281416022301,,,,,,,, 1.0, 2210816.0, 2209792.0, 2211839.0, 2211839.0, 2211839.0,,,,,,,, 489.0, 10983.869120654397, 7832.0, 60383.0, 17775.0, 24959.0, 489, 9511.0, 59074.37787824624, 11632.0, 162559.0, 96127.0, 110655.0, 9511,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1GB,eth,rp,1,1,1,12,c,1000, 67384.0, 148.40318176421704, 1.0, 11.0, 0.01632434999406387, 0.0, 0.0, 0.0, 1.0, 11.0, 0.01632434999406387, 10000.0, 6438.7587, 3574.0, 60895.0, 10583.0, 12727.0, 10000, 1.0, 2219008.0, 2217984.0, 2220031.0, 2220031.0, 2220031.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1GB,wlan,rp,1,1,5,3,c,1000, 196223.0, 50.96242540374981, 2.0, 15.0, 0.0076443638105624725, 0.0, 0.0, 0.0, 2.0, 15.0, 0.0076443638105624725, 10000.0, 19298.5604, 7044.0, 497151.0, 28015.0, 34015.0, 10000, 1.0, 2212864.0, 2211840.0, 2213887.0, 2213887.0, 2213887.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1GB,wlan,rp,1,1,5,22,e,1000, 1446979.0, 6.910950331691061, 18.0, 71.0, 0.0049067747355006535, 0.0, 0.0, 0.0, 18.0, 71.0, 0.0049067747355006535,,,,,,,, 1.0, 2210816.0, 2209792.0, 2211839.0, 2211839.0, 2211839.0,,,,,,,, 501.0, 37741.7245508982, 13512.0, 644095.0, 46367.0, 330239.0, 501, 9499.0, 149984.88009264134, 17104.0, 6217727.0, 459263.0, 692223.0, 9499,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1GB,wlan,rp,1,1,5,2,e,1000, 1485913.0, 6.729869110775665, 18.0, 89.0, 0.005989583508590341, 0.0, 0.0, 0.0, 18.0, 89.0, 0.005989583508590341,,,,,,,, 1.0, 2216960.0, 2215936.0, 2217983.0, 2217983.0, 2217983.0,,,,,,,, 482.0, 34662.58921161826, 13920.0, 433663.0, 45823.0, 167423.0, 482, 9518.0, 154005.26665265812, 15896.0, 4179967.0, 505343.0, 800767.0, 9518,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1GB,wlan,rp,1,1,5,13,a,1000, 181036.0, 55.23763229412934, 1.0, 9.0, 0.00497138690647164, 0.0, 0.0, 0.0, 1.0, 9.0, 0.00497138690647164, 5052.0, 18578.67537608868, 6960.0, 416767.0, 27391.0, 35359.0, 5052, 1.0, 2221056.0, 2220032.0, 2222079.0, 2222079.0, 2222079.0, 4948.0, 16972.075990299112, 6516.0, 623103.0, 25231.0, 32703.0, 4948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1GB,wlan,rp,1,1,5,6,e,1000, 1542837.0, 6.481566101927812, 18.0, 84.0, 0.005444515525619362, 0.0, 0.0, 0.0, 18.0, 84.0, 0.005444515525619362,,,,,,,, 1.0, 2216960.0, 2215936.0, 2217983.0, 2217983.0, 2217983.0,,,,,,,, 543.0, 41547.04972375691, 11544.0, 905727.0, 49407.0, 429567.0, 543, 9457.0, 160400.07867188327, 16736.0, 7020543.0, 545279.0, 856575.0, 9457,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1GB,wlan,rp,1,1,5,5,a,1000, 187059.0, 53.459069063771324, 1.0, 9.0, 0.004811316215739419, 0.0, 0.0, 0.0, 1.0, 9.0, 0.004811316215739419, 5046.0, 19628.30202140309, 6992.0, 647167.0, 28687.0, 35839.0, 5046, 1.0, 2216960.0, 2215936.0, 2217983.0, 2217983.0, 2217983.0, 4954.0, 17106.348405329027, 6160.0, 546815.0, 25279.0, 30639.0, 4954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1GB,wlan,rp,1,1,5,3,a,1000, 190762.0, 52.421341776664114, 1.0, 8.0, 0.00419370734213313, 0.0, 0.0, 0.0, 1.0, 8.0, 0.00419370734213313, 4865.0, 20097.89229188078, 7156.0, 418303.0, 29295.0, 36767.0, 4865, 1.0, 2212864.0, 2211840.0, 2213887.0, 2213887.0, 2213887.0, 5135.0, 17452.703797468355, 6308.0, 624127.0, 25519.0, 30879.0, 5135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1GB,wlan,rp,1,1,5,7,a,1000, 187437.0, 53.35125935647711, 1.0, 8.0, 0.004268100748518169, 0.0, 0.0, 0.0, 1.0, 8.0, 0.004268100748518169, 5018.0, 19647.98804304504, 7240.0, 639487.0, 28847.0, 37503.0, 5018, 1.0, 2212864.0, 2211840.0, 2213887.0, 2213887.0, 2213887.0, 4982.0, 17180.51947009233, 6380.0, 630271.0, 24687.0, 31855.0, 4982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1GB,wlan,rp,1,1,5,28,e,1000, 1418256.0, 7.050913234282104, 18.0, 77.0, 0.00542920319039722, 0.0, 0.0, 0.0, 18.0, 77.0, 0.00542920319039722,,,,,,,, 1.0, 2227200.0, 2226176.0, 2228223.0, 2228223.0, 2228223.0,,,,,,,, 494.0, 35035.95951417004, 13992.0, 439039.0, 43935.0, 303359.0, 494, 9506.0, 147016.46791500106, 17968.0, 9633791.0, 499199.0, 716287.0, 9506,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1GB,wlan,rp,1,1,5,16,c,1000, 185618.0, 53.87408548739885, 2.0, 14.0, 0.0075423719682358396, 0.0, 0.0, 0.0, 2.0, 14.0, 0.0075423719682358396, 10000.0, 18243.8406, 6628.0, 644607.0, 26911.0, 33919.0, 10000, 1.0, 2212864.0, 2211840.0, 2213887.0, 2213887.0, 2213887.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1GB,wlan,rp,1,1,5,4,e,1000, 1582478.0, 6.319203173756602, 18.0, 67.0, 0.004233866126416923, 0.0, 0.0, 0.0, 18.0, 67.0, 0.004233866126416923,,,,,,,, 1.0, 2212864.0, 2211840.0, 2213887.0, 2213887.0, 2213887.0,,,,,,,, 513.0, 37116.116959064326, 13704.0, 429567.0, 44735.0, 309503.0, 513, 9483.0, 160277.61425709163, 16880.0, 6815743.0, 534015.0, 794623.0, 9483, 4.0, 1.0049536E7, 1.0027008E7, 1.0076159E7, 1.0076159E7, 1.0076159E7, 4,,,,,,,,,,,,,,,,,,,,,
1GB,wlan,rp,1,1,5,5,e,1000, 1535635.0, 6.511964106053847, 18.0, 62.0, 0.004037417745753385, 0.0, 0.0, 0.0, 18.0, 62.0, 0.004037417745753385,,,,,,,, 1.0, 2214912.0, 2213888.0, 2215935.0, 2215935.0, 2215935.0,,,,,,,, 506.0, 36366.418972332016, 13392.0, 603135.0, 44895.0, 289791.0, 506, 9494.0, 159448.6517800716, 16056.0, 4747263.0, 541695.0, 776703.0, 9494,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1GB,wlan,rp,1,1,5,18,a,1000, 186750.0, 53.5475234270415, 1.0, 7.0, 0.0037483266398929045, 0.0, 0.0, 0.0, 1.0, 7.0, 0.0037483266398929045, 5049.0, 18962.741136858785, 7004.0, 654847.0, 27839.0, 34111.0, 5049, 1.0, 2212864.0, 2211840.0, 2213887.0, 2213887.0, 2213887.0, 4951.0, 17713.40779640477, 6276.0, 644607.0, 25775.0, 32111.0, 4951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1GB,wlan,rp,1,1,5,2,c,1000, 199104.0, 50.225008036001284, 2.0, 15.0, 0.007533751205400193, 0.0, 0.0, 0.0, 2.0, 15.0, 0.007533751205400193, 10000.0, 19584.4354, 7032.0, 650751.0, 28303.0, 35039.0, 10000, 1.0, 2210816.0, 2209792.0, 2211839.0, 2211839.0, 2211839.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1GB,wlan,rp,1,1,5,19,e,1000, 1469766.0, 6.803804142972418, 18.0, 82.0, 0.005579119397237384, 0.0, 0.0, 0.0, 18.0, 82.0, 0.005579119397237384,,,,,,,, 1.0, 2210816.0, 2209792.0, 2211839.0, 2211839.0, 2211839.0,,,,,,,, 542.0, 34968.966789667895, 13104.0, 784383.0, 43391.0, 168319.0, 542, 9458.0, 153041.76147176992, 14920.0, 5341183.0, 526335.0, 803839.0, 9458,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1GB,wlan,rp,1,1,5,14,a,1000, 180734.0, 55.32993238682263, 1.0, 8.0, 0.00442639459094581, 0.0, 0.0, 0.0, 1.0, 8.0, 0.00442639459094581, 5069.0, 18528.364174393373, 7016.0, 419071.0, 27183.0, 34687.0, 5069, 1.0, 2212864.0, 2211840.0, 2213887.0, 2213887.0, 2213887.0, 4931.0, 16927.737578584467, 5976.0, 642047.0, 24959.0, 32527.0, 4931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1GB,wlan,rp,1,1,5,30,e,1000, 1406970.0, 7.107472085403384, 18.0, 70.0, 0.004975230459782369, 0.0, 0.0, 0.0, 18.0, 70.0, 0.004975230459782369,,,,,,,, 1.0, 2214912.0, 2213888.0, 2215935.0, 2215935.0, 2215935.0,,,,,,,, 499.0, 37666.86172344689, 14360.0, 495359.0, 45183.0, 401151.0, 499, 9501.0, 145751.16514051153, 13608.0, 4362239.0, 492799.0, 685567.0, 9501,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1GB,wlan,rp,1,1,5,17,c,1000, 185320.0, 53.960716598316424, 2.0, 15.0, 0.008094107489747464, 0.0, 0.0, 0.0, 2.0, 15.0, 0.008094107489747464, 10000.0, 18193.6894, 6872.0, 592383.0, 27055.0, 33887.0, 10000, 1.0, 2212864.0, 2211840.0, 2213887.0, 2213887.0, 2213887.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1GB,wlan,rp,1,1,5,7,c,1000, 195233.0, 51.22084893435024, 2.0, 15.0, 0.007683127340152536, 0.0, 0.0, 0.0, 2.0, 15.0, 0.007683127340152536, 10000.0, 19191.4098, 6952.0, 691199.0, 28927.0, 39199.0, 10000, 1.0, 2216960.0, 2215936.0, 2217983.0, 2217983.0, 2217983.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
